Year,Unit Code,Exchange Rate
2010,CLP,629.785869
2010,USD,1.323469
2010,EUR,1.0
2010,EUR,1.0
2010,USD,1.323469
2010,EUR,1.0
2010,EUR,1.0
2010,USD,1.323469
2011,AUD,1.308973
2011,EUR,1.0
2011,EUR,1.0
2011,CAD,1.353608
2011,CZK,25.537213
2011,DKK,7.423374
2011,EUR,1.0
2011,EUR,1.0
2011,EUR,1.0
2011,EUR,1.0
2011,HUF,304.61784
2011,EUR,1.0
2011,EUR,1.0
2011,JPY,102.744253
2011,KRW,1517.980591
2011,EUR,1.0
2011,EUR,1.0
2011,NOK,7.682969
2011,PLN,4.530681
2011,EUR,1.0
2011,EUR,1.0
2011,EUR,1.0
2011,SEK,9.041758
2011,CHF,1.233753
2011,GBP,0.845733
2011,USD,1.319461
2011,ILS,4.975546
2011,EUR,1.0
2011,EUR,1.0
2011,AUD,1.308973
2011,EUR,1.0
2011,EUR,1.0
2011,CAD,1.353608
2011,CZK,25.537213
2011,DKK,7.423374
2011,EUR,1.0
2011,EUR,1.0
2011,EUR,1.0
2011,EUR,1.0
2011,HUF,304.61784
2011,EUR,1.0
2011,EUR,1.0
2011,JPY,102.744253
2011,KRW,1517.980591
2011,EUR,1.0
2011,EUR,1.0
2011,NOK,7.682969
2011,PLN,4.530681
2011,EUR,1.0
2011,EUR,1.0
2011,EUR,1.0
2011,SEK,9.041758
2011,CHF,1.233753
2011,GBP,0.845733
2011,USD,1.319461
2011,ILS,4.975546
2011,EUR,1.0
2011,EUR,1.0
2011,USD,1.319461
2011,USD,1.319461
